mineral_name,image_url,downloaded,is_silver,is_hard_negative
Sphalerite,https://www.mindat.org/photos/373/76/0373760001318756523.jpg,1,False,True
Stibnite,https://www.mindat.org/photos/191/22/0191225001048440711.jpg,1,False,True
Molybdenite,https://www.mindat.org/photos/189/74/0189745001244672348.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0760896001378892893.jpg&h=5fc103e94634d2c75ca713ee586a87f1,0,False,True
Arsenopyrite,https://www.mindat.org/photos/931/08/0931083001232039455.jpg,1,False,True
Arsenopyrite,https://www.mindat.org/photos/041/65/00416590014962683199979.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0858112001347556082.jpg&h=ce7e4846faf61bb5266ddd0eca4846b0,0,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0136667001274350715.jpg&h=49194972fe4cb364656de433c63a8b7b,0,False,True
Stibnite,https://www.mindat.org/photos/269/37/0269371001260165088.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/473/72/0473727001213409136.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/531/44/0531447001420861602.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/810/90/0810900001239245619.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/256/39/0256395001254514717.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/542/82/05428270014475976424806.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/989/58/0989585001291994500.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/320/99/0320991001188888752.jpg,1,False,True
Mill At Virginia Graphite Mine 1914,https://www.mindat.org/photos/932/79/0932793001391304897.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/055/66/0055665001316234956.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/609/90/06099070014506802705256.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=06293950014912665601493.jpg&h=fe5b23dcab55a2a5a50f283b7bb376e1,0,False,True
Molybdenite,https://www.mindat.org/photos/086/78/0086781001265144490.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0232885001426221036.jpg&h=fe6d1dc8424155c50cefe282aac2332c,0,False,True
Stibnite,https://www.mindat.org/photos/781/07/0781071001266290161.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0939571001220892979.jpg&h=6423b4f5affea76a14cae08d4fac6daa,0,False,True
Galena,https://www.mindat.org/photos/927/12/0927129001311277199.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0772677001220544060.jpg&h=94bb39a4b0872935a582db50ef417d55,0,False,True
Pyrite,https://www.mindat.org//imagecache/84/20/00101910014949774059970.jpg,0,False,True
Pyrite,https://www.mindat.org/photos/892/66/0892667001203055041.jpg,1,False,True
Molybdenite,https://www.mindat.org/photos/695/40/0695405001426404225.jpg,1,False,True
Galena,https://www.mindat.org/photos/663/43/0663431001150826904.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0227942001188128041.jpg&h=3130ff151b2f1f6523224738cb22d9af,0,False,True
Pyrite,https://www.mindat.org/photos/736/69/0736690001267125731.jpg,1,False,True
Arsenopyrite,https://www.mindat.org/photos/847/49/0847494001166372257.jpg,1,False,True
Molybdenite,https://www.mindat.org/xpic.php?fname=0377589001209115632.jpg&h=6a1673a0b86f14158027c9629dd79888,0,False,True
Sphalerite,https://www.mindat.org/photos/542/01/0542018001237587410.jpg,1,False,True
Galena,https://www.mindat.org/photos/341/88/0341887001175139591.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0564338001372860519.jpg&h=ae0b80b636832d177d7ff24784f45587,0,False,True
Pyrite,https://www.mindat.org/photos/933/72/0933722001258327558.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0915523001202836375.jpg&h=231065e949c6d2b11ee37436c2cf5aa5,0,False,True
Chalcopyrite,https://www.mindat.org/photos/245/28/0245288001247167018.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/655/65/0655654001412951085.jpg,1,False,True
Stibnite,https://www.mindat.org/photos/130/80/0130806001155587274.jpg,1,False,True
Arsenopyrite,https://www.mindat.org/photos/081/61/0081611001093532056.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/photos/589/29/0589297001226824871.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0578958001426157529.jpg&h=2915e68cafc05e2a66340f7da6fd2e6c,0,False,True
Arsenopyrite,https://www.mindat.org/photos/494/32/0494320001423635154.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/xpic.php?fname=0139390001402889728.jpg&h=63cf41164437ada4b410099db182fd89,0,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0836646001424579609.jpg&h=82f2f090fa4f07e3ff35ced5c24bc2e9,0,False,True
Graphite,https://www.mindat.org/photos/522/33/0522331001193248228.jpg,1,False,True
Galena,https://www.mindat.org/photos/577/54/0577543001312563854.jpg,1,False,True
Galena,https://www.mindat.org/photos/653/24/0653241001270931060.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/412/89/0412898001130704358.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/photos/571/65/0571659001373956987.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/286/77/02867790014707154972269.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/399/15/0399156001307366103.jpg,1,False,True
Galena,https://www.mindat.org/photos/487/37/0487373001187679281.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0119234001278896709.jpg&h=fd3523ba6506f233bb9bf377140e893e,0,False,True
Stibnite,https://www.mindat.org/photos/871/05/0871055001195339916.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/073/30/0073305001427525943.jpg,1,False,True
Arsenopyrite,https://www.mindat.org/xpic.php?fname=0357851001309648822.jpg&h=0b2bdf402a5ec8f8db95f965d00726ed,0,False,True
Arsenopyrite,https://www.mindat.org/photos/246/60/0246603001192711120.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0320916001361511319.jpg&h=dd0142c6ce168282fdc6b958182d580c,0,False,True
Hematite,https://www.mindat.org//imagecache/8b/0e/02857320014947541647587.jpg,0,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0819139001431286040.jpg&h=4a3fa6c58ff51028af9ecb1858b0c04c,0,False,True
Arsenopyrite,https://www.mindat.org/xpic.php?fname=0624400001236841612.jpg&h=ba5edcc899b8c032c7acbe932deb5452,0,False,True
Galena,https://www.mindat.org/photos/600/00/0600007001275013808.jpg,1,False,True
Graphite,https://www.mindat.org/photos/595/58/0595582001253980834.jpg,1,False,True
Hematite,https://www.mindat.org/photos/838/44/0838440001381585515.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/732/38/0732382001286342790.jpg,1,False,True
Arsenopyrite,https://www.mindat.org/photos/762/07/0762075001226495630.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/photos/878/83/0878832001283402130.jpg,1,False,True
Hematite,https://www.mindat.org/photos/753/06/0753066001255121351.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0201448001121003526.jpg&h=c59426e3b14f3ef389ee25460f94770c,0,False,True
Pyrite,https://www.mindat.org/photos/521/91/05219130014901181032842.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=04832270014906514226730.jpg&h=6d0c45a51cedc2d717b8b7b1d0ba8f07,0,False,True
Pyrite,https://www.mindat.org/photos/686/38/06863830014425553893661.jpg,1,False,True
Hematite,https://www.mindat.org/photos/902/17/0902174001422521756.jpg,1,False,True
Galena,https://www.mindat.org/photos/630/00/0630006001431713858.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=03232220013104967375725.jpg&h=0e7e150dcbee855e1b600b9ecbf816a8,0,False,True
Galena,https://www.mindat.org/photos/023/11/0023111001220618070.jpg,1,False,True
Hematite (Var: Martite),https://www.mindat.org/xpic.php?fname=0768669001294441690.jpg&h=ab91a6f2c6b26b6e9f0933444a40ad2a,0,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0046264001263412635.jpg&h=12c86bbdcea5df9cfb86a35a975b3f02,0,False,True
Chalcopyrite,https://www.mindat.org/photos/390/34/0390341001197922237.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0353519001263447341.jpg&h=a5185e36ef17b71ddf4ccf826e4996fa,0,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0950558001372860588.jpg&h=3e38d1a2a065cda5af6480e67d211988,0,False,True
Pyrite,https://www.mindat.org/photos/036/47/0036479001380488770.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0993857001357110640.jpg&h=9dd613ba304f60fc66057ed1e4fe4c50,0,False,True
Sphalerite,https://www.mindat.org/photos/316/51/0316514001163303840.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/025/99/0025998001380980490.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/463/50/0463505001260919660.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0373456001297117500.jpg&h=d07872927d9b7661b0b533cde685d492,0,False,True
Hematite,https://www.mindat.org/photos/995/12/0995129001190278491.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/xpic.php?fname=05161440014453728693702.jpg&h=7279551e30875a04ae8087cd1c1963db,0,False,True
Sphalerite,https://www.mindat.org/photos/848/07/0848077001363467360.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/144/63/0144638001294225027.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/797/39/0797394001246720835.jpg,1,False,True
Galena,https://www.mindat.org/photos/768/54/0768545001390898534.jpg,1,False,True
Galena,https://www.mindat.org/photos/858/28/0858285001143512782.jpg,1,False,True
Hematite,https://www.mindat.org/photos/632/01/0632018001330222415.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/329/39/0329395001363717820.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0752165001267644131.jpg&h=8f62fd5ac33253c5f2079f7561239190,0,False,True
Molybdenite,https://www.mindat.org/photos/403/47/0403472001414403901.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0840943001335083665.jpg&h=66a6d0a4cc7c4ecb9cd7e4d18b9bf24b,0,False,True
Chalcopyrite,https://www.mindat.org/photos/577/20/0577209001303857857.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0821274001258297464.jpg&h=7e492300f7c90a7f3429570ddc883247,0,False,True
Pyrite,https://www.mindat.org/photos/801/04/0801046001169920099.jpg,1,False,True
Molybdenite,https://www.mindat.org/photos/802/47/0802478001285556986.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0399083001294695796.jpg&h=294999d43a4c26d4b4c00580e628e88a,0,False,True
Pyrite,https://www.mindat.org/photos/740/77/0740776001381166463.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/167/86/0167860001137741625.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/photos/097/81/0097811001320570679.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/049/50/0049503001351643091.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/954/86/09548660014531352302608.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0138422001294434218.jpg&h=80ce831cdae90e9a2597d8b75f0072ad,0,False,True
Hematite,https://www.mindat.org/xpic.php?fname=07076930014458682504214.jpg&h=a1074d02686fb140c2eb447df020fd37,0,False,True
Stibnite,https://www.mindat.org/photos/764/77/0764779001308626676.jpg,1,False,True
Hematite,https://www.mindat.org/photos/073/29/0073299001046119359.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/359/15/0359151001350054091.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=05936560014839032968444.jpg&h=d9739bc658c461718a1863dd5988edfe,0,False,True
Pyrite,https://www.mindat.org/photos/454/34/04543450014730603836297.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/893/67/0893673001314833361.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0671023001399612534.jpg&h=c6b19c99034a4af1c06a8fe8190106d2,0,False,True
Pyrite,https://www.mindat.org/photos/403/17/0403173001334348068.jpg,1,False,True
Galena,https://www.mindat.org/photos/374/17/03741700014505593345558.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0002433001299229026.jpg&h=7707c918cb133339f0909095a2cfb08a,0,False,True
Pyrite,https://www.mindat.org/photos/954/08/0954089001121146374.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/621/71/0621718001274490401.jpg,1,False,True
Galena,https://www.mindat.org/photos/005/90/0005904001394661492.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0115398001421163991.jpg&h=7e0513bd44d16983412ac9fa6427d3aa,0,False,True
Unknown Galena,https://www.mindat.org/photos/607/00/0607006001280269366.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/689/76/0689768001308289816.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/322/79/0322793001353301355.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0609938001229522613.jpg&h=901cb349cb32727333336ca3734a7cca,0,False,True
Hematite,https://www.mindat.org/photos/713/08/0713089001317807509.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/859/17/0859171001182146864.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/155/37/0155375001377569181.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/photos/179/34/0179347001309562219.jpg,1,False,True
Hematite,https://www.mindat.org//imagecache/d6/3a/09644140014977531311103.jpg,0,False,True
Pyrite,https://www.mindat.org/photos/407/22/0407221001104003030.jpg,1,False,True
Stibnite,https://www.mindat.org/photos/027/32/00273200014456621766226.jpg,1,False,True
Molybdenite,https://www.mindat.org/photos/847/02/0847021001297632976.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/912/23/0912233001222428198.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0079276001333299663.jpg&h=527c6426d8edf1391fb67230fda28b35,0,False,True
Chalcopyrite,https://www.mindat.org/photos/626/52/0626520001303858425.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0856308001417045030.jpg&h=7de16b8b2a79da46e7efe0492e91ebe6,0,False,True
Hematite,https://www.mindat.org/photos/643/97/0643978001287694696.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/402/93/0402938001317782308.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/645/86/0645867001134150702.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0416460001410418584.jpg&h=23acc937b476d042d0147a1459a91adf,0,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0328638001372612775.jpg&h=450d3fa09b862a5204749176fdd47fe3,0,False,True
Pyrite,https://www.mindat.org/photos/967/01/09670170014894179192599.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0516920001275063471.jpg&h=6dc467bfc7d2641eea9e6bc2ab53a892,0,False,True
Arsenopyrite,https://www.mindat.org/xpic.php?fname=0899823001295730747.jpg&h=adb788c24d7a543a2b3cc369be9a3ce3,0,False,True
Galena That Was Hollowed Out By Microabrasion,https://www.mindat.org/photos/478/95/0478956001280268801.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0251060001189103276.jpg&h=c8402e8cbc35137ced7249a6e361f25f,0,False,True
Galena,https://www.mindat.org/photos/842/61/0842613001249240922.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0983277001337623053.jpg&h=dfee536c66666b731871a33ad22a4fe3,0,False,True
Galena,https://www.mindat.org/photos/983/07/0983078001041624196.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/331/07/0331074001042093501.jpg,1,False,True
Hematite,https://www.mindat.org/photos/760/01/0760015001237859723.jpg,1,False,True
Stibnite,https://www.mindat.org//imagecache/d4/f5/07113310014977538174922.jpg,0,False,True
Arsenopyrite,https://www.mindat.org/photos/140/68/0140681001226495522.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/993/08/0993088001265144875.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/251/93/0251936001187520577.jpg,1,False,True
Sphalerite (Var: Marmatite),https://www.mindat.org/photos/732/25/0732256001172000570.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0836721001224132662.jpg&h=942081a52ae856f4e8279b270dd9b11c,0,False,True
Pyrite,https://www.mindat.org//imagecache/15/87/04453060014958830471329.jpg,0,False,True
Pyrite,https://www.mindat.org//imagecache/14/c4/02058520014949249316424.jpg,0,False,True
Stibnite,https://www.mindat.org/photos/434/65/0434655001242299613.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/311/13/0311138001273685577.jpg,1,False,True
Hematite,https://www.mindat.org/photos/402/09/0402094001252099096.jpg,1,False,True
Stibnite,https://www.mindat.org/photos/874/49/0874492001095722407.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=09976300014922937609121.jpg&h=e72acaff3203461f843f9a1eea4af40d,0,False,True
Pyrite,https://www.mindat.org/photos/045/58/0045588001320773027.png,1,False,True
Molybdenite,https://www.mindat.org/photos/698/09/0698092001287810922.jpg,1,False,True
Hematite,https://www.mindat.org/photos/567/47/0567479001287924711.jpg,1,False,True
Stibnite,https://www.mindat.org/xpic.php?fname=0427552001189021041.jpg&h=02b3cc159853bc8e8dd5b76219c117f6,0,False,True
Stibnite,https://www.mindat.org/photos/979/87/0979870001310774378.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/263/48/0263481001251093472.jpg,1,False,True
Chalcopyrite,https://www.mindat.org/xpic.php?fname=0302938001183256536.jpg&h=4f3be78f6659add723d94e077937f68b,0,False,True
Arsenopyrite,https://www.mindat.org/photos/999/81/0999818001269673472.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/105/17/0105170001223649625.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0643759001259350154.jpg&h=34578f39c79be2a21be35738a301465e,0,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0010274001382487245.jpg&h=600fe252a0ae541865127348e0569a67,0,False,True
Sphalerite,https://www.mindat.org/photos/655/61/0655616001422019203.jpg,1,False,True
Hematite,https://www.mindat.org/photos/519/15/0519157001253980895.jpg,1,False,True
Graphite,https://www.mindat.org/photos/398/27/0398270001275395732.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/914/23/0914230001121364604.jpg,1,False,True
Molybdenite,https://www.mindat.org//imagecache/93/eb/02165260014949142573041.jpg,0,False,True
Galena,https://www.mindat.org//imagecache/3b/8c/02923390014950191484949.jpg,0,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0237208001325256912.jpg&h=0494a0ad95e8b1101c4edb43c00e5509,0,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0950377001229609069.jpg&h=195d7c38584ac496591db726400b4f89,0,False,True
Sphalerite,https://www.mindat.org/photos/890/23/0890239001147282180.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/588/09/0588097001232591488.jpg,1,False,True
Galena,https://www.mindat.org/photos/919/97/0919973001199523008.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/372/92/0372921001346711905.jpg,1,False,True
Hematite,https://www.mindat.org/photos/818/04/0818041001278880539.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0302609001349891344.jpg&h=e84b3ffb46aabfcf1af39df0c5cbffef,0,False,True
Galena,https://www.mindat.org/xpic.php?fname=0089512001204916379.jpg&h=b5f57116fef5326b43fc700b649e00ad,0,False,True
Stibnite,https://www.mindat.org/photos/829/54/0829548001399214025.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/614/03/0614032001418902230.jpg,1,False,True
Galena,https://www.mindat.org/photos/609/43/0609432001271631963.jpg,1,False,True
Sphalerite,https://www.mindat.org/photos/794/76/0794762001392616920.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0309747001338757805.jpg&h=e37419d34fc4d0e53a0d2152039ef24f,0,False,True
Hematite,https://www.mindat.org/photos/739/48/0739483001301382949.jpg,1,False,True
Stibnite,https://www.mindat.org//imagecache/5b/7b/04769140014972682722840.jpg,0,False,True
Hematite (Var: Iron Rose),https://www.mindat.org//imagecache/80/15/00806810014949846649768.jpg,0,False,True
Galena,https://www.mindat.org/photos/863/84/0863846001131034729.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/445/50/0445508001170587056.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/042/54/0042544001367123432.jpg,1,False,True
Pyrite,https://www.mindat.org/xpic.php?fname=0083925001390949790.jpg&h=0c64ee0f24b86beda440b7e44125c959,0,False,True
Sphalerite,https://www.mindat.org/photos/585/47/0585473001204820434.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/760/33/0760338001187092195.jpg,1,False,True
Galena,https://www.mindat.org/xpic.php?fname=0758468001337259185.jpg&h=de7c8f37748d3f9c3dd4e84d72f50387,0,False,True
Pyrite,https://www.mindat.org/photos/443/23/0443235001214631421.jpg,1,False,True
Pyrite,https://www.mindat.org/photos/400/27/0400270001139434484.jpg,1,False,True
Hematite,https://www.mindat.org/xpic.php?fname=0477577001235278987.jpg&h=eafcd83c8b983ea68c095d0fc60b0afe,0,False,True
Hematite,https://www.mindat.org/xpic.php?fname=00573470014616483228991.jpg&h=d10b9b6e2b54299cb44f7160b15f3735,0,False,True
Molybdenite,https://www.mindat.org/photos/385/36/0385365001243707979.jpg,1,False,True
Molybdenite,https://www.mindat.org/photos/610/77/0610773001157053075.jpg,1,False,True
Sphalerite,https://www.mindat.org/xpic.php?fname=0246449001188270067.jpg&h=1fda9e366837505ca0a1f2032d12d694,0,False,True
