,image_index,label,mineral,format,file_size,mode,image_width,image_height,aspect_ratio
image_112.jpg,112,1,Chlorargyrite,JPEG,51623,RGB,399,365,1.093150684931507
image_113.jpg,113,1,Silver,JPEG,12889,RGB,350,261,1.3409961685823755
image_114.jpg,114,1,Allargentum,JPEG,54843,RGB,600,450,1.3333333333333333
image_115.jpg,115,1,Chlorargyrite,JPEG,78060,RGB,600,450,1.3333333333333333
image_116.jpg,116,1,Chlorargyrite (Var: Bromian Chlorargyrite),JPEG,45600,RGB,411,347,1.1844380403458212
image_117.jpg,117,1,Freibergite,JPEG,51847,RGB,315,461,0.6832971800433839
image_118.jpg,118,1,Silver,JPEG,51935,RGB,421,336,1.2529761904761905
image_119.jpg,119,1,Silver,JPEG,245703,RGB,700,525,1.3333333333333333
image_120.jpg,120,1,Silver,JPEG,16050,RGB,350,260,1.3461538461538463
image_121.jpg,121,1,Silver,JPEG,15605,RGB,350,288,1.2152777777777777
image_122.jpg,122,1,Chlorargyrite,JPEG,9900,RGB,350,242,1.4462809917355373
image_123.jpg,123,1,Chlorargyrite,JPEG,14972,RGB,350,260,1.3461538461538463
image_124.jpg,124,1,Silver,JPEG,40560,RGB,444,338,1.3136094674556213
image_125.jpg,125,1,Polybasite-Tac,JPEG,80796,RGB,960,640,1.5
image_126.jpg,126,1,Polybasite-Tac,JPEG,50465,RGB,960,640,1.5
image_127.jpg,127,1,Polybasite-Tac,JPEG,27296,RGB,960,640,1.5
image_128.jpg,128,1,Proustite,JPEG,62923,RGB,960,640,1.5
image_129.jpg,129,1,Silver,JPEG,31769,RGB,640,480,1.3333333333333333
image_130.jpg,130,1,Proustite,JPEG,76797,RGB,960,640,1.5
image_131.jpg,131,1,Silver,JPEG,13944,RGB,400,300,1.3333333333333333
image_132.jpg,132,1,Silver,JPEG,22109,RGB,368,415,0.8867469879518072
image_133.jpg,133,1,Proustite,JPEG,126802,RGB,603,459,1.3137254901960784
image_134.jpg,134,1,Proustite,JPEG,47067,RGB,500,375,1.3333333333333333
image_135.jpg,135,1,Chlorargyrite,JPEG,47394,RGB,600,450,1.3333333333333333
image_136.jpg,136,1,Silver,JPEG,77092,RGB,640,480,1.3333333333333333
image_137.jpg,137,1,Proustite,JPEG,66381,RGB,960,640,1.5
image_138.jpg,138,1,Proustite,JPEG,76664,RGB,960,640,1.5
image_139.jpg,139,1,Proustite,JPEG,56014,RGB,960,640,1.5
image_140.jpg,140,1,Stephanite,JPEG,44714,RGB,457,424,1.0778301886792452
image_141.jpg,141,1,Polybasite,JPEG,86149,RGB,534,468,1.141025641025641
image_142.jpg,142,1,Polybasite,JPEG,130390,RGB,639,518,1.2335907335907337
image_143.jpg,143,1,Stephanite,JPEG,92449,RGB,597,505,1.1821782178217821
image_144.jpg,144,1,Proustite,JPEG,63130,RGB,960,640,1.5
image_145.jpg,145,1,Silver,JPEG,16456,RGB,640,480,1.3333333333333333
image_146.jpg,146,1,Silver,JPEG,30995,RGB,359,547,0.6563071297989032
image_147.jpg,147,1,Chlorargyrite,JPEG,278050,RGB,640,480,1.3333333333333333
image_148.jpg,148,1,Chlorargyrite (Var: Bromian Chlorargyrite),JPEG,88300,RGB,700,603,1.1608623548922057
image_149.jpg,149,1,Silver,JPEG,56897,RGB,530,400,1.325
image_150.jpg,150,1,Acanthite,JPEG,19494,RGB,640,480,1.3333333333333333
image_151.jpg,151,1,Silver,JPEG,50944,RGB,500,404,1.2376237623762376
image_152.jpg,152,1,Silver,JPEG,32283,RGB,500,414,1.2077294685990339
image_153.jpg,153,1,Silver,JPEG,28144,RGB,500,377,1.3262599469496021
image_154.jpg,154,1,Freibergite,JPEG,316409,RGB,900,675,1.3333333333333333
image_155.jpg,155,1,Pyrargyrite,JPEG,89956,RGB,960,640,1.5
image_156.jpg,156,1,Stephanite,JPEG,61148,RGB,641,481,1.3326403326403327
image_157.jpg,157,1,Silver,JPEG,47856,RGB,481,600,0.8016666666666666
image_158.jpg,158,1,Silver,JPEG,56276,RGB,550,565,0.9734513274336283
image_159.jpg,159,1,Stephanite,JPEG,55630,RGB,576,558,1.032258064516129
image_160.jpg,160,1,Silver,JPEG,71843,RGB,850,476,1.7857142857142858
image_161.jpg,161,1,Silver,JPEG,37536,RGB,510,466,1.094420600858369
image_162.jpg,162,1,Silver,JPEG,39874,RGB,471,567,0.8306878306878307
image_163.jpg,163,1,Silver,JPEG,47597,RGB,600,546,1.098901098901099
image_164.jpg,164,1,Silver,JPEG,48170,RGB,700,651,1.075268817204301
image_165.jpg,165,1,Silver,JPEG,35373,RGB,333,400,0.8325
image_166.jpg,166,1,Silver,JPEG,7258,RGB,140,150,0.9333333333333333
image_167.jpg,167,1,Silver,JPEG,37705,RGB,325,400,0.8125
image_168.jpg,168,1,Silver,JPEG,55486,RGB,550,436,1.261467889908257
image_169.jpg,169,1,Silver,JPEG,33444,RGB,700,292,2.3972602739726026
image_170.jpg,170,1,Proustite,JPEG,21340,RGB,640,480,1.3333333333333333
image_171.jpg,171,1,Silver,JPEG,111773,RGB,667,578,1.1539792387543253
image_172.jpg,172,1,Silver (Var: Kongsbergite),JPEG,87156,RGB,742,554,1.339350180505415
image_173.jpg,173,1,Silver,JPEG,128169,RGB,568,620,0.9161290322580645
image_174.jpg,174,1,Silver,JPEG,107733,RGB,719,588,1.2227891156462585
image_175.jpg,175,1,Silver,JPEG,83783,RGB,482,665,0.724812030075188
image_176.jpg,176,1,Silver,JPEG,114284,RGB,450,396,1.1363636363636365
image_177.jpg,177,1,Pyrargyrite,JPEG,41932,RGB,400,376,1.0638297872340425
image_178.jpg,178,1,Silver,JPEG,76949,RGB,463,600,0.7716666666666666
image_179.jpg,179,1,Pyrargyrite,JPEG,26463,RGB,255,441,0.5782312925170068
image_180.jpg,180,1,Silver,JPEG,86265,RGB,700,542,1.2915129151291513
image_181.jpg,181,1,Silver,JPEG,400510,RGB,700,525,1.3333333333333333
image_182.jpg,182,1,Silver,JPEG,84238,RGB,221,500,0.442
image_183.jpg,183,1,Pyrargyrite,JPEG,56674,RGB,483,466,1.036480686695279
image_184.jpg,184,1,Silver,JPEG,60170,RGB,411,599,0.6861435726210351
image_185.jpg,185,1,Acanthite,JPEG,25866,RGB,300,392,0.7653061224489796
image_186.jpg,186,1,Silver,JPEG,7828,RGB,162,375,0.432
image_187.jpg,187,1,Silver,JPEG,75532,RGB,742,558,1.3297491039426523
image_188.jpg,188,1,Silver,JPEG,146474,RGB,819,614,1.3338762214983713
image_189.jpg,189,1,Silver,JPEG,78471,RGB,609,707,0.8613861386138614
image_190.jpg,190,1,Silver,JPEG,57791,RGB,563,750,0.7506666666666667
image_191.jpg,191,1,Silver,JPEG,23319,RGB,374,400,0.935
image_192.jpg,192,1,Silver,JPEG,62024,RGB,562,700,0.8028571428571428
image_193.jpg,193,1,Silver,JPEG,117588,RGB,465,500,0.93
image_194.jpg,194,1,Silver,JPEG,7945,RGB,324,432,0.75
image_195.jpg,195,1,Silver,JPEG,52302,RGB,440,600,0.7333333333333333
image_196.jpg,196,1,Silver,JPEG,63645,RGB,551,701,0.7860199714693296
image_197.jpg,197,1,Pyrargyrite,JPEG,22550,RGB,400,323,1.238390092879257
image_198.jpg,198,1,Silver,JPEG,40583,RGB,450,338,1.331360946745562
image_199.jpg,199,1,Silver,JPEG,26043,RGB,350,263,1.3307984790874525
image_200.jpg,200,1,Silver,JPEG,25615,RGB,284,440,0.6454545454545455
image_201.jpg,201,1,Pearceite,JPEG,68341,RGB,517,600,0.8616666666666667
image_202.jpg,202,1,Silver,JPEG,124225,RGB,465,543,0.856353591160221
image_203.jpg,203,1,Pyrargyrite,JPEG,16430,RGB,400,300,1.3333333333333333
image_204.jpg,204,1,Proustite,JPEG,70671,RGB,830,619,1.3408723747980613
image_205.jpg,205,1,Proustite,JPEG,30422,RGB,450,369,1.2195121951219512
image_206.jpg,206,1,Proustite,JPEG,184784,RGB,503,363,1.3856749311294765
image_207.jpg,207,1,Proustite,JPEG,53245,RGB,469,377,1.2440318302387268
image_208.jpg,208,1,Acanthite,JPEG,70821,RGB,369,600,0.615
image_209.jpg,209,1,Proustite,JPEG,200342,RGB,491,500,0.982
image_210.jpg,210,1,Silver,JPEG,77042,RGB,700,656,1.0670731707317074
image_211.jpg,211,1,Acanthite,JPEG,68929,RGB,600,558,1.075268817204301
image_212.jpg,212,1,Silver,JPEG,61605,RGB,369,600,0.615
image_213.jpg,213,1,Silver,JPEG,37944,RGB,350,288,1.2152777777777777
image_214.jpg,214,1,none,none,none,none,none,none,none
image_215.jpg,215,1,none,none,none,none,none,none,none
image_216.jpg,216,1,Silver,JPEG,127770,RGB,450,334,1.347305389221557
image_217.jpg,217,1,Pyrargyrite,JPEG,84476,RGB,863,881,0.9795686719636776
image_218.jpg,218,1,Allargentum,JPEG,84029,RGB,978,875,1.1177142857142857
image_219.jpg,219,1,Stephanite,JPEG,69563,RGB,576,576,1.0
image_220.jpg,220,1,Acanthite,JPEG,41140,RGB,317,450,0.7044444444444444
image_221.jpg,221,1,Acanthite,JPEG,23732,RGB,383,309,1.2394822006472492
image_222.jpg,222,1,Pyrargyrite,JPEG,56242,RGB,640,480,1.3333333333333333
image_223.jpg,223,1,none,none,none,none,none,none,none
image_224.jpg,224,1,Freibergite,JPEG,184535,RGB,800,583,1.3722126929674099
image_225.jpg,225,1,Chlorargyrite,JPEG,21067,RGB,640,480,1.3333333333333333
image_226.jpg,226,1,Silver,JPEG,70254,RGB,501,720,0.6958333333333333
image_227.jpg,227,1,Silver,JPEG,88725,RGB,568,720,0.7888888888888889
image_228.jpg,228,1,Silver,JPEG,170114,RGB,720,688,1.0465116279069768
image_229.jpg,229,1,Silver,JPEG,55101,RGB,330,720,0.4583333333333333
image_230.jpg,230,1,Silver,JPEG,73307,RGB,700,442,1.583710407239819
image_231.jpg,231,1,Silver,JPEG,96772,RGB,561,596,0.9412751677852349
image_232.jpg,232,1,Silver,JPEG,24504,RGB,312,400,0.78
image_233.jpg,233,1,Silver,JPEG,8197,RGB,300,340,0.8823529411764706
image_234.jpg,234,1,Silver,JPEG,101046,RGB,500,481,1.0395010395010396
image_235.jpg,235,1,Silver,JPEG,68729,RGB,500,375,1.3333333333333333
image_236.jpg,236,1,Silver,JPEG,16478,RGB,474,366,1.2950819672131149
image_237.jpg,237,1,Proustite,JPEG,24675,RGB,581,456,1.2741228070175439
image_238.jpg,238,1,Proustite,JPEG,166246,RGB,640,480,1.3333333333333333
image_239.jpg,239,1,Proustite,JPEG,178943,RGB,640,480,1.3333333333333333
image_240.jpg,240,1,Proustite,JPEG,159828,RGB,640,480,1.3333333333333333
image_241.jpg,241,1,Proustite,JPEG,120263,RGB,478,600,0.7966666666666666
image_242.jpg,242,1,Pyrargyrite,JPEG,92149,RGB,731,562,1.300711743772242
image_243.jpg,243,1,Pyrargyrite,JPEG,47677,RGB,800,698,1.146131805157593
image_244.jpg,244,1,Proustite,JPEG,46659,RGB,900,675,1.3333333333333333
image_245.jpg,245,1,Pyrargyrite,JPEG,78440,RGB,425,501,0.8483033932135728
image_246.jpg,246,1,Silver,JPEG,162426,RGB,834,609,1.3694581280788178
image_247.jpg,247,1,Silver,JPEG,84378,RGB,629,480,1.3104166666666666
image_248.jpg,248,1,Silver (Var: Kongsbergite),JPEG,43414,RGB,568,426,1.3333333333333333
image_249.jpg,249,1,Silver (Var: Kongsbergite),JPEG,45956,RGB,568,426,1.3333333333333333
image_250.jpg,250,1,Silver (Var: Kongsbergite),JPEG,49064,RGB,568,426,1.3333333333333333
image_251.jpg,251,1,Silver (Var: Kongsbergite),JPEG,47954,RGB,568,426,1.3333333333333333
image_252.jpg,252,1,Silver (Var: Kongsbergite),JPEG,57142,RGB,568,426,1.3333333333333333
image_253.jpg,253,1,Silver (Var: Kongsbergite),JPEG,47237,RGB,568,426,1.3333333333333333
image_254.jpg,254,1,Acanthite,JPEG,225548,RGB,640,480,1.3333333333333333
image_255.jpg,255,1,Stephanite,JPEG,86807,RGB,718,579,1.2400690846286702
image_256.jpg,256,1,Pyrargyrite,JPEG,214441,RGB,640,457,1.400437636761488
image_257.jpg,257,1,Proustite,JPEG,39902,RGB,333,697,0.47776183644189385
image_258.jpg,258,1,Pyrargyrite,JPEG,139941,RGB,900,675,1.3333333333333333
image_259.jpg,259,1,Chlorargyrite,JPEG,186489,RGB,900,675,1.3333333333333333
image_260.jpg,260,1,Chlorargyrite,JPEG,185502,RGB,900,675,1.3333333333333333
image_261.jpg,261,1,Chlorargyrite,JPEG,259622,RGB,900,675,1.3333333333333333
image_262.jpg,262,1,Polybasite,JPEG,187014,RGB,800,561,1.4260249554367201
image_263.jpg,263,1,Silver,JPEG,168420,RGB,900,675,1.3333333333333333
image_264.jpg,264,1,Proustite,JPEG,143338,RGB,800,533,1.5009380863039399
image_265.jpg,265,1,Polybasite-Tac,JPEG,132620,RGB,900,675,1.3333333333333333
image_266.jpg,266,1,Acanthite,JPEG,142008,RGB,1000,750,1.3333333333333333
image_267.jpg,267,1,Proustite,JPEG,108078,RGB,800,533,1.5009380863039399
image_268.jpg,268,1,Pyrargyrite,JPEG,114947,RGB,800,531,1.5065913370998116
image_269.jpg,269,1,Proustite,JPEG,158926,RGB,700,542,1.2915129151291513
image_270.jpg,270,1,Proustite,JPEG,66956,RGB,337,600,0.5616666666666666
image_271.jpg,271,1,Pyrargyrite,JPEG,162774,RGB,800,571,1.4010507880910683
image_272.jpg,272,1,Silver,JPEG,203558,RGB,800,533,1.5009380863039399
image_273.jpg,273,1,Silver,JPEG,138922,RGB,800,533,1.5009380863039399
image_274.jpg,274,1,Silver,JPEG,191157,RGB,640,445,1.4382022471910112
image_275.jpg,275,1,Freibergite,JPEG,140483,RGB,640,480,1.3333333333333333
image_276.jpg,276,1,Polybasite,JPEG,171732,RGB,900,631,1.4263074484944533
image_277.jpg,277,1,Silver,JPEG,153629,RGB,800,533,1.5009380863039399
image_278.jpg,278,1,Silver,JPEG,72146,RGB,332,600,0.5533333333333333
image_279.jpg,279,1,Silver,JPEG,71251,RGB,600,532,1.1278195488721805
image_280.jpg,280,1,Silver,JPEG,72482,RGB,588,750,0.784
image_281.jpg,281,1,Silver,JPEG,66431,RGB,483,600,0.805
image_282.jpg,282,1,Acanthite,JPEG,68621,RGB,600,530,1.1320754716981132
image_283.jpg,283,1,Silver,JPEG,23123,RGB,343,700,0.49
image_284.jpg,284,1,Silver,JPEG,16171,RGB,453,700,0.6471428571428571
image_285.jpg,285,1,Silver,JPEG,14723,RGB,293,700,0.4185714285714286
image_286.jpg,286,1,Acanthite,JPEG,23568,RGB,400,309,1.2944983818770226
image_287.jpg,287,1,Pearceite,JPEG,71094,RGB,832,640,1.3
image_288.jpg,288,1,Pearceite,JPEG,96911,RGB,893,640,1.3953125
image_289.jpg,289,1,Stephanite,JPEG,97689,RGB,800,548,1.4598540145985401
image_290.jpg,290,1,Stephanite,JPEG,78116,RGB,800,533,1.5009380863039399
image_291.jpg,291,1,Silver,JPEG,80349,RGB,571,768,0.7434895833333334
image_292.jpg,292,1,Silver,JPEG,102696,RGB,654,823,0.7946537059538274
image_293.jpg,293,1,Silver (Var: Kongsbergite),JPEG,70218,RGB,640,480,1.3333333333333333
image_294.jpg,294,1,Polybasite,JPEG,43837,RGB,640,480,1.3333333333333333
image_295.jpg,295,1,Chlorargyrite (Var: Bromian Chlorargyrite),JPEG,75445,RGB,640,480,1.3333333333333333
image_296.jpg,296,1,Silver,JPEG,120212,RGB,490,500,0.98
image_297.jpg,297,1,Silver,JPEG,119300,RGB,680,510,1.3333333333333333
image_298.jpg,298,1,Silver,JPEG,40657,RGB,640,480,1.3333333333333333
image_299.jpg,299,1,Silver,JPEG,26044,RGB,640,480,1.3333333333333333
image_300.jpg,300,1,Miargyrite,JPEG,126215,RGB,900,675,1.3333333333333333
image_301.jpg,301,1,Miargyrite,JPEG,118488,RGB,900,675,1.3333333333333333
image_302.jpg,302,1,Miargyrite,JPEG,156019,RGB,900,675,1.3333333333333333
image_303.jpg,303,1,Silver,JPEG,66240,RGB,284,600,0.47333333333333333
image_304.jpg,304,1,Silver,JPEG,32131,RGB,403,600,0.6716666666666666
image_305.jpg,305,1,Silver,JPEG,75564,RGB,560,800,0.7
image_306.jpg,306,1,Proustite,JPEG,261753,RGB,900,714,1.2605042016806722
image_307.jpg,307,1,Stephanite,JPEG,297228,RGB,900,747,1.2048192771084338
image_308.jpg,308,1,Proustite,JPEG,91422,RGB,800,674,1.1869436201780414
image_309.jpg,309,1,Silver,JPEG,104519,RGB,636,800,0.795
image_310.jpg,310,1,Pearceite-T2Ac,JPEG,97247,RGB,695,800,0.86875
image_311.jpg,311,1,Pyrargyrite,JPEG,61220,RGB,540,713,0.7573632538569425
image_312.jpg,312,1,Proustite,JPEG,86562,RGB,799,585,1.3658119658119658
image_313.jpg,313,1,Silver,JPEG,64821,RGB,468,800,0.585
image_314.jpg,314,1,Stephanite,JPEG,91902,RGB,650,800,0.8125
image_315.jpg,315,1,Acanthite,JPEG,21024,RGB,305,400,0.7625
image_316.jpg,316,1,Silver,JPEG,124351,RGB,795,800,0.99375
image_317.jpg,317,1,Polybasite,JPEG,101350,RGB,689,800,0.86125
image_318.jpg,318,1,Silver,JPEG,108749,RGB,692,800,0.865
image_319.jpg,319,1,Silver,JPEG,80204,RGB,704,800,0.88
image_320.jpg,320,1,Polybasite-Tac,JPEG,179925,RGB,900,672,1.3392857142857142
image_321.jpg,321,1,Silver,JPEG,71316,RGB,536,600,0.8933333333333333
image_322.jpg,322,1,Silver,JPEG,73938,RGB,409,600,0.6816666666666666
image_323.jpg,323,1,Acanthite,JPEG,75238,RGB,598,600,0.9966666666666667
image_324.jpg,324,1,Pyrargyrite,JPEG,73338,RGB,600,522,1.1494252873563218
image_325.jpg,325,1,Silver,JPEG,53194,RGB,600,485,1.2371134020618557
image_326.jpg,326,1,Silver,JPEG,51316,RGB,500,542,0.922509225092251
image_327.jpg,327,1,Acanthite,JPEG,44931,RGB,330,600,0.55
image_328.jpg,328,1,Proustite,JPEG,78542,RGB,800,600,1.3333333333333333
image_329.jpg,329,1,Proustite,JPEG,86088,RGB,804,603,1.3333333333333333
image_330.jpg,330,1,Allargentum,JPEG,82888,RGB,800,694,1.1527377521613833
image_331.jpg,331,1,Acanthite,JPEG,57036,RGB,799,546,1.4633699633699633
image_332.jpg,332,1,Silver,JPEG,28407,RGB,452,800,0.565
image_333.jpg,333,1,Silver,JPEG,92523,RGB,715,800,0.89375
